0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,3.5714
0,0,3.5714
0,0,3.5714
0,0,3.5714
0,0,3.5714
0,0,3.5714
0,0,3.5714
0,0,3.5714
0,0,3.5714
0,0,3.5714
0,0,3.5714
0,0,3.5714
0,0,3.5714
0,0,3.5714
0,0,3.5714
0,3.5714,3.5714
0,3.5714,3.5714
0,3.5714,3.5714
0,3.5714,3.5714
0,3.5714,3.5714
0,3.5714,3.5714
0,3.5714,3.5714
0,3.5714,3.5714
0,3.5714,3.5714
0,3.5714,3.5714
0,3.5714,3.5714
0,3.5714,3.5714
0,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
3.5714,3.5714,3.5714
0,0,7.1429
0,0,7.1429
0,0,7.1429
0,0,7.1429
0,0,7.1429
0,0,7.1429
0,0,7.1429
0,0,7.1429
0,0,7.1429
0,0,7.1429
0,0,7.1429
0,0,7.1429
0,0,7.1429
0,0,7.1429
0,0,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
0,3.5714,7.1429
3.5714,3.5714,7.1429
3.5714,3.5714,7.1429
3.5714,3.5714,7.1429
3.5714,3.5714,7.1429
3.5714,3.5714,7.1429
3.5714,3.5714,7.1429
3.5714,3.5714,7.1429
3.5714,3.5714,7.1429
3.5714,3.5714,7.1429
3.5714,3.5714,7.1429
3.5714,3.5714,7.1429
3.5714,3.5714,7.1429
